UserName,UserID,Datetime,ReadableDateTime,hashtag_keywords,nonhashtag,mentions,Lat,Long,SourcePlatform
Darsfield EarthCare,172018016.0,1451724300,2:15 PM - 2 Jan 2016,[],"['start', 'Africa', 'secure', 'some', 'capital', 'projects', 'agriculture', 'micro', 'financing?']",['@LendZoan'],5.55602%,0.19690%,
deJAWN mustard,291574420.0,1451724240,2:14 PM - 2 Jan 2016,[],"['gonna', 'there']",[],5.55602%,0.19690%,
Nana Kojo Ofori,328142702.0,1451724240,2:14 PM - 2 Jan 2016,[],"['reason', 'fake.', 'love', 'Thanks', 'tweet']",['@Fact'],5.55602%,0.19690%,
deJAWN mustard,291574420.0,1451724240,2:14 PM - 2 Jan 2016,[],"['Lol.', 'girls', 'care', 'have', 'girlfriend?', ""don't"", 'care', 'fucking', 'girls', 'just', 'talk', 'to""?""']",['@DewMeNoFavors'],5.55602%,0.19690%,
deJAWN mustard,291574420.0,1451724240,2:14 PM - 2 Jan 2016,[],"['Fact', 'visiting', 'Africa', 'your', 'list.', 'Mark', 'important.', ""won't"", 'regret']",['@TheRuler02'],5.55602%,0.19690%,
abyna boatemaa,708553003.0,1451724180,2:13 PM - 2 Jan 2016,[],"['nice', 'meeting', 'today.', 'Hope', 'together', 'soon']","['@AfiIAm', '@Houda_Burke']",5.55602%,0.19690%,
deJAWN mustard,291574420.0,1451723880,2:08 PM - 2 Jan 2016,[],"['pics', 'soon', 'come']",['@CameraOnAmazon'],5.55602%,0.19690%,
🌹😎,211812752.0,1451723460,2:01 PM - 2 Jan 2016,['#WeStayMute'],[],[],5.55602%,0.19690%,
🌹😎,211812752.0,1451723460,2:01 PM - 2 Jan 2016,['#FreeMinds'],[],[],5.55602%,0.19690%,
IG : @cypressghana,364117702.0,1451723340,1:59 PM - 2 Jan 2016,[],"['years,', 'TOTAL', 'been', 'forefront', 'improving', 'lives.', 'part', 'that', 'success\xe2\x80\xa6']",[],5.55602%,0.19690%,instagram
Emmanuel Gambrah,72725211.0,1451723220,1:57 PM - 2 Jan 2016,[],"['Some', 'adult', 'beverages', 'after', 'wedding.', 'French', 'Accra)']",['@mexcon_mike'],5.55602%,0.19690%,
KwasiAsanteAgyapong,335309905.0,1451722920,1:52 PM - 2 Jan 2016,[],"['Comedy', 'night', 'M\xc3\xb6venpick.', 'Thanks', 'letting', 'lens', 'evening,\xe2\x80\xa6']",['@photosbyabi'],5.55602%,0.19690%,instagram
inna patty,128869552.0,1451722860,1:51 PM - 2 Jan 2016,"['#newyearparty', '#queens']","['with', 'antoinettekems', 'aphua_asieduwaa', '_naa_nadezhda', '....some', 'ladies', 'are\xe2\x80\xa6']",[],5.55602%,0.19690%,instagram
deJAWN mustard,291574420.0,1451722740,1:49 PM - 2 Jan 2016,[],"['This', 'dress', 'tonight...', 'Lawd']",[],5.55602%,0.19690%,
👑,319288050.0,1451722680,1:48 PM - 2 Jan 2016,[],"['Dansoman', 'Last', 'Stop', 'Accra,', 'Greater', 'Accra)']",[],5.55602%,0.19690%,swarmapp
