index,Hours,Lat,Long,UserID
357,04:01:00,23.03005,72.58,116
358,04:01:00,23.04888,113.7447,113
359,04:01:00,23.14498,113.325,177
360,04:01:00,23.72305,90.40857,61
361,04:01:00,24.86999,66.99,23
362,04:01:00,26.45999,80.31999,18
363,04:01:00,26.92113,75.80998,117
364,04:01:00,29.56497,106.5949,76
365,04:01:00,30.58003,114.27,73
366,04:01:00,30.67,104.07,56
367,04:01:00,31.20001,29.94999,9
368,04:01:00,31.55997,74.35002,84
369,04:01:00,32.05001,118.7799,66
370,04:01:00,33.33864,44.39386,50
371,04:01:00,33.59997,-7.61636,77
372,04:01:00,34.27502,108.8949,55
373,04:01:00,34.51669,69.18326,32
374,04:01:00,35.09505,129.01,121
375,04:01:00,35.67194,51.42434,67
376,04:01:00,37.87501,112.545,35
377,04:01:00,39.01943,125.7546,5
378,04:01:00,39.13002,117.2,35
379,04:01:00,39.92889,116.3882,11
380,04:01:00,41.80497,123.4499,14
381,04:01:00,43.865,125.3399,12
382,05:01:00,-8.83828,13.23442,55
383,05:01:00,-4.32972,15.31497,24
384,05:01:00,5.319996,-4.04004,142
385,05:01:00,9.03331,38.7,30
386,05:01:00,10.78002,106.695,150
387,05:01:00,11.99997,8.520037,66
388,05:01:00,12.96999,77.56,13
389,05:01:00,13.08998,80.27999,185
390,05:01:00,15.58807,32.53417,168
391,05:01:00,16.78335,96.16667,98
392,05:01:00,17.39998,78.47995,158
393,05:01:00,18.53001,73.85,52
394,05:01:00,21.03332,105.85,34
395,05:01:00,21.19998,72.84003,50
396,05:01:00,22.32999,91.79996,31
397,05:01:00,22.49496,88.32467,59
398,05:01:00,22.58039,88.32994,60
399,05:01:00,23.03005,72.58,143
400,05:01:00,23.04888,113.7447,119
401,05:01:00,23.09653,109.6091,1
402,05:01:00,23.14498,113.325,174
403,05:01:00,23.72305,90.40857,53
404,05:01:00,24.86999,66.99,14
405,05:01:00,26.45999,80.31999,17
406,05:01:00,26.92113,75.80998,129
407,05:01:00,29.56497,106.5949,79
408,05:01:00,30.58003,114.27,43
409,05:01:00,30.67,104.07,65
410,05:01:00,31.20001,29.94999,28
411,05:01:00,31.21645,121.4365,39
412,05:01:00,31.55997,74.35002,151
413,05:01:00,32.05001,118.7799,49
414,05:01:00,33.33864,44.39386,50
415,05:01:00,33.59997,-7.61636,107
416,05:01:00,34.27502,108.8949,54
417,05:01:00,34.51669,69.18326,69
418,05:01:00,35.09505,129.01,182
419,05:01:00,35.67194,51.42434,97
420,05:01:00,37.87501,112.545,41
421,05:01:00,39.01943,125.7546,4
422,05:01:00,39.13002,117.2,36
423,05:01:00,39.92889,116.3882,9
424,05:01:00,41.80497,123.4499,20
425,05:01:00,43.865,125.3399,11
426,06:01:00,-8.83828,13.23442,78
427,06:01:00,-6.80001,39.26834,16
428,06:01:00,-4.32972,15.31497,32
429,06:01:00,5.319996,-4.04004,57
430,06:01:00,9.03331,38.7,9
431,06:01:00,10.78002,106.695,230
432,06:01:00,11.99997,8.520037,52
433,06:01:00,12.96999,77.56,43
434,06:01:00,13.08998,80.27999,176
435,06:01:00,15.58807,32.53417,170
436,06:01:00,16.78335,96.16667,93
437,06:01:00,17.39998,78.47995,152
438,06:01:00,18.53001,73.85,74
439,06:01:00,21.03332,105.85,64
440,06:01:00,21.19998,72.84003,57
441,06:01:00,22.32999,91.79996,41
442,06:01:00,22.49496,88.32467,66
443,06:01:00,22.58039,88.32994,64
444,06:01:00,23.03005,72.58,140
445,06:01:00,23.04888,113.7447,161
446,06:01:00,23.09653,109.6091,1
447,06:01:00,23.14498,113.325,202
448,06:01:00,23.72305,90.40857,88
449,06:01:00,24.86999,66.99,32
450,06:01:00,26.45999,80.31999,28
451,06:01:00,26.92113,75.80998,106
452,06:01:00,29.56497,106.5949,138
453,06:01:00,30.58003,114.27,67
454,06:01:00,30.67,104.07,57
455,06:01:00,31.20001,29.94999,45
456,06:01:00,31.21645,121.4365,106
457,06:01:00,31.55997,74.35002,146
458,06:01:00,32.05001,118.7799,71
459,06:01:00,33.33864,44.39386,55
460,06:01:00,33.59997,-7.61636,85
461,06:01:00,34.27502,108.8949,29
462,06:01:00,34.51669,69.18326,27
463,06:01:00,35.09505,129.01,238
464,06:01:00,35.67194,51.42434,139
465,06:01:00,37.87501,112.545,34
466,06:01:00,39.01943,125.7546,8
467,06:01:00,39.13002,117.2,29
468,06:01:00,39.92889,116.3882,14
469,06:01:00,41.80497,123.4499,16
470,06:01:00,43.865,125.3399,7
471,07:01:00,-8.83828,13.23442,72
472,07:01:00,-6.80001,39.26834,32
473,07:01:00,-4.32972,15.31497,56
474,07:01:00,5.319996,-4.04004,79
475,07:01:00,9.03331,38.7,22
476,07:01:00,10.78002,106.695,272
477,07:01:00,11.99997,8.520037,95
478,07:01:00,12.96999,77.56,77
479,07:01:00,13.08998,80.27999,260
480,07:01:00,15.58807,32.53417,225
481,07:01:00,16.78335,96.16667,87
482,07:01:00,17.39998,78.47995,178
483,07:01:00,18.53001,73.85,92
484,07:01:00,21.03332,105.85,67
485,07:01:00,21.19998,72.84003,67
486,07:01:00,22.32999,91.79996,67
487,07:01:00,22.49496,88.32467,99
488,07:01:00,22.55237,114.1221,47
489,07:01:00,22.58039,88.32994,94
490,07:01:00,23.03005,72.58,126
491,07:01:00,23.04888,113.7447,133
492,07:01:00,23.14498,113.325,176
493,07:01:00,23.72305,90.40857,137
494,07:01:00,24.86999,66.99,64
495,07:01:00,25.01277,121.465,7
496,07:01:00,26.45999,80.31999,30
497,07:01:00,26.92113,75.80998,133
498,07:01:00,29.56497,106.5949,122
499,07:01:00,30.58003,114.27,67
500,07:01:00,30.67,104.07,109
501,07:01:00,31.20001,29.94999,63
502,07:01:00,31.21645,121.4365,200
503,07:01:00,31.55997,74.35002,176
504,07:01:00,32.05001,118.7799,62
505,07:01:00,33.33864,44.39386,104
506,07:01:00,33.59997,-7.61636,89
507,07:01:00,34.27502,108.8949,43
508,07:01:00,34.51669,69.18326,37
509,07:01:00,35.09505,129.01,227
510,07:01:00,35.67194,51.42434,199
511,07:01:00,37.87501,112.545,39
512,07:01:00,39.01943,125.7546,4
513,07:01:00,39.13002,117.2,26
514,07:01:00,39.92889,116.3882,91
515,07:01:00,41.80497,123.4499,11
516,07:01:00,43.865,125.3399,10
517,08:01:00,-8.83828,13.23442,73
518,08:01:00,-6.80001,39.26834,139
519,08:01:00,-4.32972,15.31497,66
520,08:01:00,5.319996,-4.04004,61
521,08:01:00,9.03331,38.7,73
522,08:01:00,10.78002,106.695,315
523,08:01:00,11.99997,8.520037,81
524,08:01:00,12.96999,77.56,76
525,08:01:00,13.08998,80.27999,297
526,08:01:00,15.58807,32.53417,299
527,08:01:00,16.78335,96.16667,63
528,08:01:00,17.39998,78.47995,313
529,08:01:00,18.53001,73.85,155
530,08:01:00,21.03332,105.85,66
531,08:01:00,21.19998,72.84003,50
532,08:01:00,22.30498,114.185,23
533,08:01:00,22.32999,91.79996,59
534,08:01:00,22.49496,88.32467,141
535,08:01:00,22.55237,114.1221,108
536,08:01:00,22.58039,88.32994,115
537,08:01:00,23.03005,72.58,139
538,08:01:00,23.04888,113.7447,220
539,08:01:00,23.14498,113.325,244
540,08:01:00,23.72305,90.40857,243
541,08:01:00,24.86999,66.99,144
542,08:01:00,25.01277,121.465,57
543,08:01:00,25.03583,121.5683,47
544,08:01:00,26.45999,80.31999,24
545,08:01:00,26.92113,75.80998,155
546,08:01:00,28.7041,77.1025,17
547,08:01:00,29.56497,106.5949,123
548,08:01:00,30.58003,114.27,58
549,08:01:00,30.67,104.07,79
550,08:01:00,31.20001,29.94999,97
551,08:01:00,31.21645,121.4365,323
552,08:01:00,31.55997,74.35002,179
553,08:01:00,32.05001,118.7799,72
554,08:01:00,33.33864,44.39386,101
555,08:01:00,33.59997,-7.61636,110
556,08:01:00,34.27502,108.8949,48
557,08:01:00,34.51669,69.18326,62
558,08:01:00,35.09505,129.01,189
559,08:01:00,35.67194,51.42434,175
560,08:01:00,37.87501,112.545,35
561,08:01:00,39.01943,125.7546,21
562,08:01:00,39.13002,117.2,32
563,08:01:00,39.92889,116.3882,166
564,08:01:00,41.80497,123.4499,8
565,08:01:00,43.865,125.3399,3
566,09:01:00,-29.865,30.98001,17
567,09:01:00,-8.83828,13.23442,77
568,09:01:00,-6.80001,39.26834,241
569,09:01:00,-4.32972,15.31497,169
570,09:01:00,-1.28334,36.81665,7
571,09:01:00,1.293033,103.8558,18
572,09:01:00,5.319996,-4.04004,83
573,09:01:00,9.03331,38.7,14
574,09:01:00,10.78002,106.695,224
575,09:01:00,11.99997,8.520037,83
576,09:01:00,12.96999,77.56,110
577,09:01:00,13.08998,80.27999,325
578,09:01:00,15.58807,32.53417,342
579,09:01:00,16.78335,96.16667,91
580,09:01:00,17.39998,78.47995,355
581,09:01:00,18.53001,73.85,281
582,09:01:00,21.03332,105.85,88
583,09:01:00,21.19998,72.84003,60
584,09:01:00,22.30498,114.185,122
585,09:01:00,22.32999,91.79996,41
586,09:01:00,22.49496,88.32467,212
587,09:01:00,22.55237,114.1221,239
588,09:01:00,22.58039,88.32994,175
589,09:01:00,23.03005,72.58,191
590,09:01:00,23.04888,113.7447,164
591,09:01:00,23.09653,109.6091,1
592,09:01:00,23.14498,113.325,183
593,09:01:00,23.72305,90.40857,346
594,09:01:00,24.86999,66.99,270
