UserID_1,UserID_2,Edge_Freq,Keyword,Key_Freq,Lat,Long,Geo_Feq
333978731.0,@jreast_official,1,Akabane,1,35.68501,139.7514,1
333978731.0,@jreast_official,1,Sta,1,35.68501,139.7514,1
609098157.0,@tokyometro_info,1,NYZ,1,35.68501,139.7514,1
609098157.0,@tokyometro_info,1,Nagatach,1,35.68501,139.7514,1
609098157.0,@tokyometro_info,1,Sta,1,35.68501,139.7514,1
791643146.0,@tokyu_official,1,Sta,1,35.68501,139.7514,1
791643146.0,@tokyu_official,1,Hiyoshi,1,35.68501,139.7514,1
77441114.0,@polwinkle,1,mayas,1,24.46667,54.36667,1
77441114.0,@polwinkle,1,month,1,24.46667,54.36667,1
77441114.0,@polwinkle,1,Celebrating,1,24.46667,54.36667,1
77441114.0,@polwinkle,1,thanks,1,24.46667,54.36667,1
77441114.0,@polwinkle,1,Noor,1,24.46667,54.36667,1
77441114.0,@polwinkle,1,hospeeps,1,24.46667,54.36667,1
77441114.0,@polwinkle,1,baby,1,24.46667,54.36667,1
77441114.0,@polwinkle,1,With,2,24.46667,54.36667,1
189583155.0,@jreast_official,1,Nakano,1,35.68501,139.7514,1
189583155.0,@jreast_official,1,Sta,1,35.68501,139.7514,1
189583155.0,@jreast_official,1,Kenji,1,35.68501,139.7514,1
189583155.0,@jreast_official,1,Sta,1,35.68501,139.7514,1
62131700.0,@WoodTavern,1,Miami,1,25.78761,-80.2241,1
1267822722.0,@mbznews,1,managing,1,24.46667,54.36667,1
1267822722.0,@mbznews,1,director,1,24.46667,54.36667,1
1267822722.0,@mbznews,1,Digital,1,24.46667,54.36667,1
163862538.0,@y_line_info,1,Y,1,35.68501,139.7514,1
163862538.0,@y_line_info,1,Koto,1,35.68501,139.7514,1
128930864.0,@deananddelucajp,1,waka,1,35.68501,139.7514,1
128930864.0,@deananddelucajp,1,DEAN,1,35.68501,139.7514,1
128930864.0,@deananddelucajp,1,Waky,1,35.68501,139.7514,1
128930864.0,@deananddelucajp,1,CAFES,1,35.68501,139.7514,1
128930864.0,@deananddelucajp,1,Waka,1,35.68501,139.7514,1
128930864.0,@deananddelucajp,1,waky,1,35.68501,139.7514,1
128930864.0,@deananddelucajp,1,DELUCA,1,35.68501,139.7514,1
174387985.0,@MaNarMohDarwiSH,1,#Catlover,1,24.46667,54.36667,1
2380974648.0,@cultcrew,1,sketch,1,25.78761,-80.2241,1
2380974648.0,@cultcrew,1,from,1,25.78761,-80.2241,1
2380974648.0,@cultcrew,1,brandonchristopher,1,25.78761,-80.2241,1
2380974648.0,@cultcrew,1,some,1,25.78761,-80.2241,1
2380974648.0,@cultcrew,1,Florida,1,25.78761,-80.2241,1
2380974648.0,@cultcrew,1,past,1,25.78761,-80.2241,1
2380974648.0,@cultcrew,1,weekend,1,25.78761,-80.2241,1
124787944.0,@tokyu_official,1,Sta,1,35.68501,139.7514,1
124787944.0,@tokyu_official,1,TYMGTM,1,35.68501,139.7514,1
124787944.0,@tokyu_official,1,Tamagawa,1,35.68501,139.7514,1
1876479247.0,@JaimeBlenDormir,1,gundam,1,35.68501,139.7514,1
1876479247.0,@JaimeBlenDormir,1,pictwittercomvQoDiHye,1,35.68501,139.7514,1
1876479247.0,@JaimeBlenDormir,1,caf,1,35.68501,139.7514,1
105546083.0,@yurikamome_info,1,Telecom,1,35.68501,139.7514,1
105546083.0,@yurikamome_info,1,U,1,35.68501,139.7514,1
105546083.0,@yurikamome_info,1,Center,1,35.68501,139.7514,1
105546083.0,@yurikamome_info,1,Sta,1,35.68501,139.7514,1
347889518.0,@TopalTouch,1,love,1,24.46667,54.36667,1
347889518.0,@TopalTouch,1,offer,1,24.46667,54.36667,1
347889518.0,@TopalTouch,1,this,1,24.46667,54.36667,1
347889518.0,@TopalTouch,1,photo,1,24.46667,54.36667,1
347889518.0,@TopalTouch,1,rent,1,24.46667,54.36667,1
347889518.0,@TopalTouch,1,Seen,1,24.46667,54.36667,1
347889518.0,@TopalTouch,1,you,1,24.46667,54.36667,1
220075111.0,@etihadairways,1,#abudhabi,1,24.46667,54.36667,1
220075111.0,@etihadairways,1,International,1,24.46667,54.36667,1
