UserID,Lat,Long,Frequency
435876744.0,59.93901,30.31602,1
229082222.0,59.93901,30.31602,2
331108707,59.93901,30.31602,1
2842431515.0,59.93901,30.31602,4
2242098407,59.93901,30.31602,1
268809456.0,59.93901,30.31602,1
590710753.0,59.93901,30.31602,3
509203478,59.93901,30.31602,3
383667647.0,59.93901,30.31602,1
112945432.0,59.93901,30.31602,6
624192522.0,59.93901,30.31602,2
280677263.0,59.93901,30.31602,6
707377122.0,59.93901,30.31602,1
446078383.0,59.93901,30.31602,1
3276289862.0,59.93901,30.31602,1
735329628.0,59.93901,30.31602,1
2161408813,59.93901,30.31602,5
173468686.0,59.93901,30.31602,1
380384540.0,59.93901,30.31602,1
1165812924,59.93901,30.31602,1
1138761326.0,59.93901,30.31602,2
2745184972,59.93901,30.31602,1
563521159.0,59.93901,30.31602,1
4877289917,59.93901,30.31602,1
174647209.0,59.93901,30.31602,1
249376731,59.93901,30.31602,1
2191744797.0,59.93901,30.31602,9
286562497.0,59.93901,30.31602,1
186388466,59.93901,30.31602,25
156476642,59.93901,30.31602,1
1316509766,59.93901,30.31602,3
84943633.0,59.93901,30.31602,1
2974234017.0,59.93901,30.31602,3
394849288.0,59.93901,30.31602,1
1392659232.0,59.93901,30.31602,1
2265618672.0,59.93901,30.31602,1
447764609.0,59.93901,30.31602,1
922704366,59.93901,30.31602,1
2156307994,59.93901,30.31602,2
66107922.0,59.93901,30.31602,1
882683336.0,59.93901,30.31602,1
482693538,59.93901,30.31602,1
844102273,59.93901,30.31602,1
607198226.0,59.93901,30.31602,1
83209505.0,59.93901,30.31602,1
363849092.0,59.93901,30.31602,3
26261595.0,59.93901,30.31602,1
1480575236,59.93901,30.31602,1
855190843.0,59.93901,30.31602,1
463259155,59.93901,30.31602,6
225621483.0,59.93901,30.31602,1
98474429.0,59.93901,30.31602,1
340300177.0,59.93901,30.31602,2
290356657.0,59.93901,30.31602,1
382282007,59.93901,30.31602,1
382175969.0,59.93901,30.31602,1
362381512.0,59.93901,30.31602,3
147283338.0,59.93901,30.31602,1
289314862.0,59.93901,30.31602,1
710454778334150657,59.93901,30.31602,1
2292579571,59.93901,30.31602,2
33986944.0,59.93901,30.31602,1
499181219.0,59.93901,30.31602,3
493004907,59.93901,30.31602,1
107077444,59.93901,30.31602,1
1238397696,59.93901,30.31602,2
632327014,59.93901,30.31602,4
339535358.0,59.93901,30.31602,2
143496259.0,59.93901,30.31602,1
2273243866.0,59.93901,30.31602,1
333913987,59.93901,30.31602,1
404240908.0,59.93901,30.31602,1
860922643.0,59.93901,30.31602,1
760079703097180160,59.93901,30.31602,1
275990028.0,59.93901,30.31602,1
200201481.0,59.93901,30.31602,1
393977998.0,59.93901,30.31602,1
337619449,59.93901,30.31602,1
75532411.0,59.93901,30.31602,1
146580620.0,59.93901,30.31602,1
542461702,59.93901,30.31602,9
1065019266.0,59.93901,30.31602,3
211172344.0,59.93901,30.31602,4
624915671,59.93901,30.31602,2
222488421.0,59.93901,30.31602,1
758764796,59.93901,30.31602,1
715645543.0,59.93901,30.31602,1
374554516.0,59.93901,30.31602,1
542653317.0,59.93901,30.31602,3
7.123504160009667e+17,59.93901,30.31602,1
520273005,59.93901,30.31602,1
173423218.0,59.93901,30.31602,1
83529956,59.93901,30.31602,1
899233368.0,59.93901,30.31602,3
1702858975,59.93901,30.31602,1
47617025,59.93901,30.31602,1
2412674629.0,59.93901,30.31602,1
1098236995,59.93901,30.31602,1
3429462015.0,59.93901,30.31602,3
358614788,59.93901,30.31602,1
451415654,59.93901,30.31602,1
2284357577.0,59.93901,30.31602,7
3663221653,59.93901,30.31602,1
392855956,59.93901,30.31602,2
954772416.0,59.93901,30.31602,1
194916291.0,59.93901,30.31602,5
94995488,59.93901,30.31602,1
800022500.0,59.93901,30.31602,2
1182024961.0,59.93901,30.31602,1
858354043,59.93901,30.31602,1
372915254.0,59.93901,30.31602,1
289964535.0,59.93901,30.31602,2
578772529,59.93901,30.31602,1
118077246,59.93901,30.31602,2
2752027774,59.93901,30.31602,1
390016045,59.93901,30.31602,1
337601690,59.93901,30.31602,1
131748537.0,59.93901,30.31602,1
944583870.0,59.93901,30.31602,1
2788477235,59.93901,30.31602,2
105520857.0,59.93901,30.31602,1
760926318.0,59.93901,30.31602,1
899856961,59.93901,30.31602,2
94060443,59.93901,30.31602,1
3023512067.0,59.93901,30.31602,1
882569856,59.93901,30.31602,1
22367982,59.93901,30.31602,1
2310527932.0,59.93901,30.31602,5
122745476.0,59.93901,30.31602,1
358906752,59.93901,30.31602,1
506008172.0,59.93901,30.31602,1
469343186.0,59.93901,30.31602,1
4460243295,59.93901,30.31602,2
372213159,59.93901,30.31602,2
183525875,59.93901,30.31602,1
477681056,59.93901,30.31602,1
56573961,59.93901,30.31602,2
73490512,59.93901,30.31602,1
1347806132,59.93901,30.31602,1
181893401,59.93901,30.31602,2
39016950,59.93901,30.31602,2
45530339.0,59.93901,30.31602,2
309526270.0,59.93901,30.31602,1
624192522,59.93901,30.31602,1
1032593066,59.93901,30.31602,2
573620755,59.93901,30.31602,1
269896542.0,59.93901,30.31602,2
155891227.0,59.93901,30.31602,3
589754336.0,59.93901,30.31602,1
3377783097,59.93901,30.31602,1
521047716.0,59.93901,30.31602,2
336479568.0,59.93901,30.31602,1
149256703,59.93901,30.31602,2
381061692,59.93901,30.31602,2
347916047,59.93901,30.31602,1
136573907.0,59.93901,30.31602,1
189834249,59.93901,30.31602,1
274618601.0,59.93901,30.31602,2
479354554.0,59.93901,30.31602,1
7.75118115109761e+17,59.93901,30.31602,2
366120475.0,59.93901,30.31602,15
316282568,59.93901,30.31602,1
923809742,59.93901,30.31602,1
3318145465.0,59.93901,30.31602,1
291592952,59.93901,30.31602,1
2718024658.0,59.93901,30.31602,1
1230672156.0,59.93901,30.31602,1
18257258.0,59.93901,30.31602,1
499701435.0,59.93901,30.31602,2
335818511.0,59.93901,30.31602,1
326688929,59.93901,30.31602,1
325922883,59.93901,30.31602,1
592925901,59.93901,30.31602,1
479717269.0,59.93901,30.31602,1
327507159.0,59.93901,30.31602,1
35202243,59.93901,30.31602,1
1314167395.0,59.93901,30.31602,14
539266648.0,59.93901,30.31602,1
531267883,59.93901,30.31602,1
22939358,59.93901,30.31602,2
42884236,59.93901,30.31602,1
354981626,59.93901,30.31602,1
165476770.0,59.93901,30.31602,1
617878432.0,59.93901,30.31602,1
232885948,59.93901,30.31602,3
405578117.0,59.93901,30.31602,1
112945432,59.93901,30.31602,2
547082124,59.93901,30.31602,1
1196730097.0,59.93901,30.31602,1
474860942,59.93901,30.31602,1
190937124.0,59.93901,30.31602,1
470262032.0,59.93901,30.31602,1
30650741.0,59.93901,30.31602,2
317419367.0,59.93901,30.31602,1
337619449.0,59.93901,30.31602,3
2166826653.0,59.93901,30.31602,3
312478609,59.93901,30.31602,1
144579731.0,59.93901,30.31602,1
317034348,59.93901,30.31602,1
1703046642.0,59.93901,30.31602,2
1397093298.0,59.93901,30.31602,1
2478244447,59.93901,30.31602,1
3850968923,59.93901,30.31602,1
2447613351.0,59.93901,30.31602,3
131529937.0,59.93901,30.31602,1
2164002701,59.93901,30.31602,20
1114909188.0,59.93901,30.31602,1
1075950258.0,59.93901,30.31602,1
479424188.0,59.93901,30.31602,1
2813630944,59.93901,30.31602,10
242414424.0,59.93901,30.31602,4
770921669129035776,59.93901,30.31602,1
405491776.0,59.93901,30.31602,1
2192446941,59.93901,30.31602,1
126254070.0,59.93901,30.31602,3
3850968923.0,59.93901,30.31602,1
420397731.0,59.93901,30.31602,3
877498974,59.93901,30.31602,1
278171024.0,59.93901,30.31602,1
1210048620.0,59.93901,30.31602,2
57499908,59.93901,30.31602,1
343045897.0,59.93901,30.31602,1
408615547.0,59.93901,30.31602,1
3131230065.0,59.93901,30.31602,1
57948634.0,59.93901,30.31602,1
3192128223,59.93901,30.31602,2
1741569216.0,59.93901,30.31602,1
616610408.0,59.93901,30.31602,2
88169538.0,59.93901,30.31602,6
77218057.0,59.93901,30.31602,1
158096693.0,59.93901,30.31602,1
20823207.0,59.93901,30.31602,1
1418281039,59.93901,30.31602,5
20330068.0,59.93901,30.31602,1
23185477,59.93901,30.31602,1
3300391533.0,59.93901,30.31602,2
939089767.0,59.93901,30.31602,1
123910394.0,59.93901,30.31602,1
179874576.0,59.93901,30.31602,6
367787752.0,59.93901,30.31602,1
971791754,59.93901,30.31602,1
149312594,59.93901,30.31602,2
870162524.0,59.93901,30.31602,2
524519964,59.93901,30.31602,1
2164002701.0,59.93901,30.31602,10
518768297.0,59.93901,30.31602,1
2349725446,59.93901,30.31602,1
159335799.0,59.93901,30.31602,6
1151124264,59.93901,30.31602,1
227340464.0,59.93901,30.31602,1
468495709.0,59.93901,30.31602,1
1026498722.0,59.93901,30.31602,2
2889819873.0,59.93901,30.31602,1
2429295944,59.93901,30.31602,1
984332551.0,59.93901,30.31602,1
1605799682,59.93901,30.31602,2
361268639.0,59.93901,30.31602,1
166109354,59.93901,30.31602,1
2148464183,59.93901,30.31602,1
1281093937,59.93901,30.31602,1
383658300,59.93901,30.31602,1
413800061,59.93901,30.31602,2
614361614.0,59.93901,30.31602,1
72376189.0,59.93901,30.31602,2
803231036.0,59.93901,30.31602,2
25459992,59.93901,30.31602,1
1608579301,59.93901,30.31602,1
109228500,59.93901,30.31602,4
80350014,59.93901,30.31602,1
596839925.0,59.93901,30.31602,3
541041896.0,59.93901,30.31602,3
228336509.0,59.93901,30.31602,1
95852909.0,59.93901,30.31602,1
419985075.0,59.93901,30.31602,1
1833326534.0,59.93901,30.31602,14
2249060181,59.93901,30.31602,3
83607550.0,59.93901,30.31602,1
3365554001.0,59.93901,30.31602,2
2218457996.0,59.93901,30.31602,18
765923835300442113,59.93901,30.31602,3
392855956.0,59.93901,30.31602,1
2436267611,59.93901,30.31602,1
7.078796926327194e+17,59.93901,30.31602,2
260978633.0,59.93901,30.31602,1
485060684,59.93901,30.31602,1
4257617956.0,59.93901,30.31602,1
14866314.0,59.93901,30.31602,2
334885224.0,59.93901,30.31602,2
106338139.0,59.93901,30.31602,1
19525465.0,59.93901,30.31602,3
3036945149,59.93901,30.31602,2
3020549613,59.93901,30.31602,1
90018855,59.93901,30.31602,1
152167559.0,59.93901,30.31602,1
722673294.0,59.93901,30.31602,1
1438199857.0,59.93901,30.31602,1
135952813,59.93901,30.31602,1
373585258.0,59.93901,30.31602,1
110683118.0,59.93901,30.31602,1
87665997.0,59.93901,30.31602,1
227966261.0,59.93901,30.31602,1
136798382.0,59.93901,30.31602,3
1064174366,59.93901,30.31602,1
402691339.0,59.93901,30.31602,1
1732443486.0,59.93901,30.31602,1
2966650732.0,59.93901,30.31602,1
389939192,59.93901,30.31602,1
1376452086.0,59.93901,30.31602,1
364960167.0,59.93901,30.31602,1
196158075.0,59.93901,30.31602,1
294122021.0,59.93901,30.31602,1
2180627562.0,59.93901,30.31602,1
306311708.0,59.93901,30.31602,1
14215161,59.93901,30.31602,1
233896544.0,59.93901,30.31602,2
34038995.0,59.93901,30.31602,1
7.876461241275105e+17,59.93901,30.31602,1
435594399,59.93901,30.31602,6
1114949118,59.93901,30.31602,2
95599536,59.93901,30.31602,1
4877563695,59.93901,30.31602,6
2191744797,59.93901,30.31602,11
184501633.0,59.93901,30.31602,1
518828754,59.93901,30.31602,1
355611437.0,59.93901,30.31602,4
1875985128,59.93901,30.31602,1
2202779228.0,59.93901,30.31602,1
560453029,59.93901,30.31602,3
17028490.0,59.93901,30.31602,1
362042036,59.93901,30.31602,2
3023512067,59.93901,30.31602,1
178997240,59.93901,30.31602,1
1369192801,59.93901,30.31602,1
4834861276.0,59.93901,30.31602,1
2717184082,59.93901,30.31602,1
425103536,59.93901,30.31602,1
3294481600,59.93901,30.31602,1
1525159338,59.93901,30.31602,2
423574510.0,59.93901,30.31602,1
110772516,59.93901,30.31602,1
430808749.0,59.93901,30.31602,1
99262302.0,59.93901,30.31602,1
1028743927.0,59.93901,30.31602,1
390106525,59.93901,30.31602,1
391623132,59.93901,30.31602,1
38170508.0,59.93901,30.31602,1
2950214343,59.93901,30.31602,4
7.653014954158408e+17,59.93901,30.31602,4
245593027,59.93901,30.31602,4
276478932,59.93901,30.31602,2
439857617,59.93901,30.31602,1
1495474524.0,59.93901,30.31602,1
1225607569.0,59.93901,30.31602,3
2401589960.0,59.93901,30.31602,2
131760116.0,59.93901,30.31602,1
401288725,59.93901,30.31602,1
245151912.0,59.93901,30.31602,3
7.58869384290984e+17,59.93901,30.31602,1
146047309,59.93901,30.31602,1
337535003.0,59.93901,30.31602,1
1397638836,59.93901,30.31602,1
92981264,59.93901,30.31602,1
205614285,59.93901,30.31602,1
102722494.0,59.93901,30.31602,1
163590069,59.93901,30.31602,2
1186935458,59.93901,30.31602,1
80164709,59.93901,30.31602,1
27677222,59.93901,30.31602,1
2422430339.0,59.93901,30.31602,1
455016229.0,59.93901,30.31602,1
515346670.0,59.93901,30.31602,1
296335259,59.93901,30.31602,1
166736438.0,59.93901,30.31602,2
312173318.0,59.93901,30.31602,5
311502477.0,59.93901,30.31602,7
190667008,59.93901,30.31602,2
3178930221.0,59.93901,30.31602,1
287084423,59.93901,30.31602,2
393930147.0,59.93901,30.31602,1
143884200,59.93901,30.31602,1
338866279,59.93901,30.31602,1
1142991390.0,59.93901,30.31602,1
858354043.0,59.93901,30.31602,1
217802693,59.93901,30.31602,1
62233586,59.93901,30.31602,1
454686904,59.93901,30.31602,1
204106587,59.93901,30.31602,1
19095834,59.93901,30.31602,1
382080991.0,59.93901,30.31602,7
2970604330,59.93901,30.31602,2
219081336.0,59.93901,30.31602,2
499256575,59.93901,30.31602,1
92981264.0,59.93901,30.31602,3
1121257381.0,59.93901,30.31602,1
206753733.0,59.93901,30.31602,1
340220981.0,59.93901,30.31602,1
4052717943,59.93901,30.31602,1
833991775.0,59.93901,30.31602,4
1053525576,59.93901,30.31602,4
1911692238,59.93901,30.31602,1
4513677381,59.93901,30.31602,1
714635886,59.93901,30.31602,1
344464461,59.93901,30.31602,1
636404508.0,59.93901,30.31602,1
1071837733.0,59.93901,30.31602,3
2405322557.0,59.93901,30.31602,1
347370581.0,59.93901,30.31602,1
584239896.0,59.93901,30.31602,3
119307211.0,59.93901,30.31602,1
980861118.0,59.93901,30.31602,1
335659833,59.93901,30.31602,1
468292132.0,59.93901,30.31602,1
2169571900.0,59.93901,30.31602,1
1169356651.0,59.93901,30.31602,1
529613612.0,59.93901,30.31602,3
552507716,59.93901,30.31602,2
192872390.0,59.93901,30.31602,2
2201256330,59.93901,30.31602,2
768036979,59.93901,30.31602,1
371742626.0,59.93901,30.31602,2
422062007.0,59.93901,30.31602,1
784875302342299648,59.93901,30.31602,1
252175953.0,59.93901,30.31602,1
579920295.0,59.93901,30.31602,1
299313734.0,59.93901,30.31602,1
363723851,59.93901,30.31602,1
419684467,59.93901,30.31602,1
395165878.0,59.93901,30.31602,3
711519101,59.93901,30.31602,1
285265613.0,59.93901,30.31602,1
312064878.0,59.93901,30.31602,4
22369680.0,59.93901,30.31602,1
1417757174.0,59.93901,30.31602,1
229625775.0,59.93901,30.31602,1
528855377,59.93901,30.31602,2
277586213,59.93901,30.31602,2
388305629,59.93901,30.31602,3
310811654,59.93901,30.31602,1
178656004.0,59.93901,30.31602,2
105215704,59.93901,30.31602,1
247856310,59.93901,30.31602,2
345712584.0,59.93901,30.31602,2
126916774,59.93901,30.31602,5
1418281039.0,59.93901,30.31602,9
1160377304.0,59.93901,30.31602,12
562398533.0,59.93901,30.31602,1
86486597.0,59.93901,30.31602,4
288941559,59.93901,30.31602,1
716731604207542272,59.93901,30.31602,1
232885948.0,59.93901,30.31602,2
2311741224.0,59.93901,30.31602,7
358016797.0,59.93901,30.31602,1
303930018,59.93901,30.31602,1
92634410,59.93901,30.31602,3
455614255.0,59.93901,30.31602,2
3353092330,59.93901,30.31602,1
288153549,59.93901,30.31602,1
1314167395,59.93901,30.31602,10
323737873.0,59.93901,30.31602,2
2826068433,59.93901,30.31602,1
505060264,59.93901,30.31602,1
1335905143.0,59.93901,30.31602,1
182430613.0,59.93901,30.31602,4
970068324.0,59.93901,30.31602,1
267194855.0,59.93901,30.31602,1
2932416693,59.93901,30.31602,1
240862151.0,59.93901,30.31602,1
376917574,59.93901,30.31602,1
370284440,59.93901,30.31602,1
551257843.0,59.93901,30.31602,1
157942063,59.93901,30.31602,1
82173730.0,59.93901,30.31602,3
896815430,59.93901,30.31602,1
256673710.0,59.93901,30.31602,2
1333723855.0,59.93901,30.31602,1
524537029,59.93901,30.31602,3
1064174366.0,59.93901,30.31602,2
2874036237.0,59.93901,30.31602,1
178997240.0,59.93901,30.31602,12
789108692.0,59.93901,30.31602,1
397119125.0,59.93901,30.31602,1
238924655.0,59.93901,30.31602,1
340901676.0,59.93901,30.31602,4
4750718153.0,59.93901,30.31602,1
335466633.0,59.93901,30.31602,1
483724990.0,59.93901,30.31602,1
124845078,59.93901,30.31602,1
524264994,59.93901,30.31602,3
485991721,59.93901,30.31602,3
746793212.0,59.93901,30.31602,1
43877175.0,59.93901,30.31602,1
3026909452,59.93901,30.31602,1
40871662.0,59.93901,30.31602,1
212521606.0,59.93901,30.31602,4
206986583.0,59.93901,30.31602,3
880939759,59.93901,30.31602,1
821025558.0,59.93901,30.31602,1
190667008.0,59.93901,30.31602,1
233896544,59.93901,30.31602,2
72019161.0,59.93901,30.31602,1
966953005,59.93901,30.31602,2
837070675.0,59.93901,30.31602,1
354439829,59.93901,30.31602,1
1041549390.0,59.93901,30.31602,1
376338782.0,59.93901,30.31602,7
472204538,59.93901,30.31602,1
81431082,59.93901,30.31602,2
7.311377044324024e+17,59.93901,30.31602,1
2843900266,59.93901,30.31602,1
860888808.0,59.93901,30.31602,1
151191603.0,59.93901,30.31602,2
223190875.0,59.93901,30.31602,1
149481697.0,59.93901,30.31602,1
457580055,59.93901,30.31602,4
140012420,59.93901,30.31602,1
214085791.0,59.93901,30.31602,4
326872305.0,59.93901,30.31602,1
496060390.0,59.93901,30.31602,2
183749643,59.93901,30.31602,2
2829276598.0,59.93901,30.31602,1
277591429,59.93901,30.31602,1
518768297,59.93901,30.31602,1
567346461.0,59.93901,30.31602,1
2233166211.0,59.93901,30.31602,1
47175122.0,59.93901,30.31602,1
42936326.0,59.93901,30.31602,2
302794127.0,59.93901,30.31602,5
860363712.0,59.93901,30.31602,1
838064779.0,59.93901,30.31602,3
355611437,59.93901,30.31602,2
207236841.0,59.93901,30.31602,1
789108692,59.93901,30.31602,1
2174680234,59.93901,30.31602,1
471210051,59.93901,30.31602,2
176810454,59.93901,30.31602,2
3330943095.0,59.93901,30.31602,9
54554910,59.93901,30.31602,2
4202707282.0,59.93901,30.31602,1
143692645,59.93901,30.31602,1
618228577.0,59.93901,30.31602,2
89759974,59.93901,30.31602,1
145623780,59.93901,30.31602,1
268810012,59.93901,30.31602,1
280535803.0,59.93901,30.31602,1
211987024,59.93901,30.31602,1
143692645.0,59.93901,30.31602,1
2848025524.0,59.93901,30.31602,1
289964535,59.93901,30.31602,2
2295184143.0,59.93901,30.31602,1
97211731.0,59.93901,30.31602,13
94127775.0,59.93901,30.31602,3
211172344,59.93901,30.31602,2
197710731.0,59.93901,30.31602,2
15354942.0,59.93901,30.31602,1
402108668.0,59.93901,30.31602,1
1512983538.0,59.93901,30.31602,1
393930147,59.93901,30.31602,2
