UserID1,UserID2,KeyWord
152186327.0,81861754.0,#abudhabi
152186327.0,81861754.0,#dubai
152186327.0,2856517828.0,#abudhabi
152186327.0,431718684.0,#abudhabi
152186327.0,220075111.0,#abudhabi
152186327.0,233603393.0,#abudhabi
152186327.0,1338389648.0,#abudhabi
152186327.0,19019803.0,#abudhabi
3924741861.0,380885546.0,Dhabi
3924741861.0,847597489.0,Dhabi
3924741861.0,3924741861.0,World
3924741861.0,3924741861.0,Trade
3924741861.0,3924741861.0,Centre
3924741861.0,3924741861.0,WTC
3924741861.0,3924741861.0,MALL
3924741861.0,3924741861.0,Dhabi
3924741861.0,4809045142.0,Dhabi
3924741861.0,48086249.0,Dhabi
3924741861.0,705837259.0,Dhabi
3924741861.0,15438696.0,Dhabi
3924741861.0,523020082.0,Dhabi
3924741861.0,3336921679.0,Dhabi
3924741861.0,312398924.0,Dhabi
3924741861.0,597363395.0,Dhabi
3924741861.0,391557895.0,Dhabi
3924741861.0,488978008.0,Dhabi
3924741861.0,150618111.0,Dhabi
3924741861.0,286892710.0,Dhabi
3924741861.0,312398924.0,Dhabi
3924741861.0,249777926.0,Dhabi
3924741861.0,249777926.0,Dhabi
3924741861.0,2453656771.0,Dhabi
3924741861.0,21033096.0,Dhabi
3924741861.0,300429074.0,Dhabi
3924741861.0,391282188.0,World
3924741861.0,391282188.0,Trade
3924741861.0,391282188.0,Dhabi
3924741861.0,4044833592.0,Dhabi
3924741861.0,4044833592.0,Dhabi
3924741861.0,81861754.0,#uae
3924741861.0,248626141.0,Dhabi
3924741861.0,220075111.0,Dhabi
3924741861.0,277115591.0,Dhabi
3924741861.0,1867738674.0,Dhabi
3924741861.0,1531774699.0,Dhabi
3924741861.0,454829072.0,Dhabi
3924741861.0,1338389648.0,#uae
3924741861.0,1338389648.0,Dhabi
3924741861.0,1127752910.0,#uae
3924741861.0,2453656771.0,Dhabi
3924741861.0,19019803.0,#uae
3924741861.0,19019803.0,#rain
398345302.0,380885546.0,good
398345302.0,3197562830.0,sleep
398345302.0,220075111.0,#AbuDhabi
398345302.0,118763512.0,morning
398345302.0,312398924.0,#AbuDhabi
398345302.0,82885382.0,morning
380885546.0,847597489.0,Dhabi
380885546.0,3924741861.0,Dhabi
380885546.0,4809045142.0,Dhabi
380885546.0,4809045142.0,United
380885546.0,4809045142.0,Arab
380885546.0,48086249.0,Dhabi
380885546.0,705837259.0,Dhabi
380885546.0,15438696.0,Dhabi
380885546.0,523020082.0,Dhabi
380885546.0,523020082.0,United
380885546.0,523020082.0,Arab
380885546.0,3336921679.0,Dhabi
380885546.0,3336921679.0,United
380885546.0,3336921679.0,Arab
380885546.0,312398924.0,Dhabi
380885546.0,597363395.0,Dhabi
380885546.0,391557895.0,Dhabi
380885546.0,391557895.0,United
380885546.0,391557895.0,Arab
380885546.0,488978008.0,Dhabi
380885546.0,150618111.0,Dhabi
380885546.0,286892710.0,Dhabi
380885546.0,312398924.0,Dhabi
380885546.0,249777926.0,Dhabi
380885546.0,249777926.0,Dhabi
380885546.0,2453656771.0,Dhabi
380885546.0,21033096.0,Dhabi
380885546.0,300429074.0,Dhabi
380885546.0,391282188.0,Dhabi
380885546.0,4044833592.0,Dhabi
380885546.0,4044833592.0,Dhabi
380885546.0,248626141.0,Dhabi
380885546.0,220075111.0,Dhabi
380885546.0,277115591.0,Dhabi
380885546.0,277115591.0,United
380885546.0,277115591.0,Arab
380885546.0,1867738674.0,Dhabi
380885546.0,1867738674.0,United
380885546.0,1531774699.0,Dhabi
380885546.0,454829072.0,Dhabi
380885546.0,1338389648.0,Dhabi
380885546.0,2453656771.0,Dhabi
847597489.0,3924741861.0,Dhabi
847597489.0,4809045142.0,Dhabi
847597489.0,48086249.0,Dhabi
847597489.0,705837259.0,Dhabi
847597489.0,15438696.0,Dhabi
847597489.0,523020082.0,Dhabi
847597489.0,3336921679.0,Dhabi
847597489.0,312398924.0,Dhabi
847597489.0,597363395.0,Dhabi
847597489.0,391557895.0,Dhabi
847597489.0,488978008.0,Dhabi
847597489.0,150618111.0,Dhabi
847597489.0,286892710.0,Dhabi
847597489.0,312398924.0,Dhabi
847597489.0,249777926.0,Dhabi
847597489.0,249777926.0,Dhabi
847597489.0,2453656771.0,Dhabi
847597489.0,21033096.0,Dhabi
847597489.0,300429074.0,Dhabi
847597489.0,391282188.0,Dhabi
847597489.0,4044833592.0,Dhabi
847597489.0,4044833592.0,Dhabi
847597489.0,248626141.0,Dhabi
847597489.0,220075111.0,Dhabi
847597489.0,277115591.0,Dhabi
847597489.0,1867738674.0,Dhabi
847597489.0,1531774699.0,Dhabi
847597489.0,454829072.0,Dhabi
847597489.0,1338389648.0,Dhabi
847597489.0,2453656771.0,Dhabi
3924741861.0,4809045142.0,Dhabi
3924741861.0,4809045142.0,Dhabi
3924741861.0,48086249.0,Dhabi
3924741861.0,48086249.0,Dhabi
3924741861.0,705837259.0,Dhabi
3924741861.0,705837259.0,Dhabi
3924741861.0,15438696.0,Dhabi
3924741861.0,15438696.0,Dhabi
3924741861.0,523020082.0,Dhabi
3924741861.0,523020082.0,Dhabi
3924741861.0,3336921679.0,Dhabi
3924741861.0,3336921679.0,Dhabi
3924741861.0,312398924.0,Dhabi
3924741861.0,312398924.0,Dhabi
3924741861.0,597363395.0,Dhabi
3924741861.0,597363395.0,Dhabi
3924741861.0,391557895.0,Dhabi
3924741861.0,391557895.0,Dhabi
3924741861.0,488978008.0,Dhabi
3924741861.0,488978008.0,Dhabi
3924741861.0,150618111.0,Dhabi
3924741861.0,150618111.0,Dhabi
3924741861.0,286892710.0,Dhabi
3924741861.0,286892710.0,Dhabi
3924741861.0,312398924.0,Dhabi
3924741861.0,312398924.0,Dhabi
3924741861.0,249777926.0,Dhabi
3924741861.0,249777926.0,Dhabi
3924741861.0,249777926.0,Dhabi
3924741861.0,249777926.0,Dhabi
3924741861.0,2453656771.0,Dhabi
3924741861.0,2453656771.0,Dhabi
3924741861.0,21033096.0,Dhabi
3924741861.0,21033096.0,Dhabi
3924741861.0,300429074.0,Dhabi
3924741861.0,300429074.0,Dhabi
3924741861.0,391282188.0,Dhabi
3924741861.0,391282188.0,World
3924741861.0,391282188.0,Trade
3924741861.0,391282188.0,Dhabi
3924741861.0,4044833592.0,Dhabi
3924741861.0,4044833592.0,Dhabi
3924741861.0,4044833592.0,Dhabi
3924741861.0,4044833592.0,Dhabi
3924741861.0,248626141.0,Dhabi
3924741861.0,248626141.0,Dhabi
3924741861.0,220075111.0,Dhabi
3924741861.0,220075111.0,Dhabi
3924741861.0,277115591.0,Dhabi
3924741861.0,277115591.0,Dhabi
3924741861.0,1867738674.0,Dhabi
3924741861.0,1867738674.0,Dhabi
3924741861.0,1531774699.0,Dhabi
3924741861.0,1531774699.0,Dhabi
3924741861.0,454829072.0,Dhabi
3924741861.0,454829072.0,Dhabi
3924741861.0,1338389648.0,Dhabi
3924741861.0,1338389648.0,Dhabi
3924741861.0,2453656771.0,Dhabi
3924741861.0,2453656771.0,Dhabi
202150622.0,54348099.0,there
4809045142.0,48086249.0,Dhabi
4809045142.0,705837259.0,Dhabi
4809045142.0,15438696.0,Dhabi
4809045142.0,523020082.0,Dhabi
4809045142.0,523020082.0,United
4809045142.0,523020082.0,Arab
4809045142.0,523020082.0,Emirates
4809045142.0,3336921679.0,Dhabi
4809045142.0,3336921679.0,United
4809045142.0,3336921679.0,Arab
4809045142.0,3336921679.0,Emirates
4809045142.0,312398924.0,Dhabi
4809045142.0,597363395.0,Dhabi
4809045142.0,391557895.0,Dhabi
4809045142.0,391557895.0,United
4809045142.0,391557895.0,Arab
4809045142.0,391557895.0,Emirates
4809045142.0,488978008.0,Dhabi
4809045142.0,150618111.0,Dhabi
4809045142.0,286892710.0,Dhabi
4809045142.0,312398924.0,Dhabi
4809045142.0,249777926.0,Dhabi
4809045142.0,249777926.0,Dhabi
4809045142.0,2453656771.0,Dhabi
4809045142.0,21033096.0,Dhabi
4809045142.0,300429074.0,Dhabi
4809045142.0,391282188.0,Dhabi
4809045142.0,4044833592.0,Dhabi
4809045142.0,4044833592.0,Dhabi
4809045142.0,248626141.0,Dhabi
4809045142.0,2684296932.0,Emirates
4809045142.0,220075111.0,Dhabi
4809045142.0,277115591.0,Dhabi
4809045142.0,277115591.0,United
4809045142.0,277115591.0,Arab
4809045142.0,1867738674.0,Dhabi
4809045142.0,1867738674.0,United
4809045142.0,1531774699.0,Dhabi
4809045142.0,454829072.0,Dhabi
4809045142.0,1338389648.0,Dhabi
4809045142.0,2453656771.0,Dhabi
971376415.0,3336921679.0,Just
971376415.0,3336921679.0,posted
971376415.0,3336921679.0,photo
971376415.0,101428813.0,Just
971376415.0,101428813.0,posted
971376415.0,101428813.0,photo
971376415.0,300429074.0,Just
971376415.0,300429074.0,posted
971376415.0,300429074.0,photo
971376415.0,1565933497.0,Just
971376415.0,1565933497.0,posted
971376415.0,1565933497.0,photo
971376415.0,220075111.0,Just
971376415.0,347889518.0,photo
971376415.0,98049819.0,Just
971376415.0,98049819.0,posted
971376415.0,98049819.0,photo
48086249.0,705837259.0,Dhabi
48086249.0,705837259.0,Dhabi
48086249.0,15438696.0,Dhabi
48086249.0,15438696.0,International
48086249.0,15438696.0,Airport
48086249.0,15438696.0,AUH
48086249.0,15438696.0,Dhabi
48086249.0,523020082.0,Dhabi
48086249.0,523020082.0,Dhabi
48086249.0,3336921679.0,Dhabi
48086249.0,3336921679.0,Dhabi
48086249.0,312398924.0,Dhabi
48086249.0,312398924.0,Dhabi
48086249.0,597363395.0,Dhabi
48086249.0,597363395.0,Dhabi
