UserID,Week,Ratio Edge Frequency,Avg Keyword
1267822722.0,Week1,3.4,3.4
391557895.0,Week1,0.166666666667,0.166666666667
129628680.0,Week1,12.0,12.0
51321454.0,Week1,7.0,7.0
597363395.0,Week1,0.0952380952381,0.0952380952381
220075111.0,Week1,0.5,0.5
48086249.0,Week1,0.117647058824,0.117647058824
347889518.0,Week1,14.0,14.0
2870687215.0,Week1,1.5,1.5
62131700.0,Week1,0.5,0.5
