index,StartTime,EndTime,Lat,Long,Count
2872,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,30.58003,114.27,3
2873,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,30.67,104.07,1
2874,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,31.21645,121.4365,16
2875,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,31.55997,74.35002,7
2876,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,32.05001,118.7799,7
2877,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,33.33864,44.39386,4
2878,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,33.59997,-7.61636,3
2879,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,34.27502,108.8949,3
2880,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,34.51669,69.18326,3
2881,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,35.09505,129.01,9
2882,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,35.67194,51.42434,6
2883,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,37.87501,112.545,1
2884,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,39.13002,117.2,2
2885,08:01 AM - 05 Oct 2016,09:01 AM - 05 Oct 2016,39.92889,116.3882,8
2886,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,-8.83828,13.23442,6
2887,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,-6.80001,39.26834,10
2888,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,-4.32972,15.31497,5
2889,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,5.319996,-4.04004,2
2890,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,10.78002,106.695,11
2891,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,11.99997,8.520037,3
2892,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,13.08998,80.27999,17
2893,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,15.58807,32.53417,9
2894,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,16.78335,96.16667,3
2895,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,17.39998,78.47995,14
2896,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,18.53001,73.85,10
2897,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,21.03332,105.85,2
2898,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,21.19998,72.84003,15
2899,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,22.32999,91.79996,2
2900,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,22.49496,88.32467,6
2901,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,22.55237,114.1221,10
2902,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,22.58039,88.32994,7
2903,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,23.03005,72.58,3
2904,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,23.04888,113.7447,23
2905,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,23.14498,113.325,23
2906,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,23.72305,90.40857,5
2907,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,25.03583,121.5683,8
2908,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,26.92113,75.80998,4
2909,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,29.56497,106.5949,2
2910,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,30.58003,114.27,1
2911,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,30.67,104.07,1
2912,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,31.21645,121.4365,18
2913,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,31.55997,74.35002,6
2914,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,33.59997,-7.61636,2
2915,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,34.27502,108.8949,1
2916,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,34.51669,69.18326,2
2917,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,35.09505,129.01,6
2918,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,35.67194,51.42434,9
2919,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,37.87501,112.545,1
2920,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,39.92889,116.3882,8
2921,09:01 AM - 05 Oct 2016,10:01 AM - 05 Oct 2016,43.865,125.3399,1
2922,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,-8.83828,13.23442,4
2923,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,-6.80001,39.26834,10
2924,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,5.319996,-4.04004,1
2925,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,10.78002,106.695,4
2926,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,11.99997,8.520037,2
2927,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,13.08998,80.27999,10
2928,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,15.58807,32.53417,8
2929,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,16.78335,96.16667,3
2930,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,17.39998,78.47995,10
2931,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,18.53001,73.85,9
2932,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,21.03332,105.85,4
2933,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,21.19998,72.84003,1
2934,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,22.30498,114.185,20
2935,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,22.32999,91.79996,2
2936,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,22.49496,88.32467,13
2937,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,22.55237,114.1221,15
2938,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,22.58039,88.32994,13
2939,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,23.04888,113.7447,2
2940,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,23.14498,113.325,2
2941,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,23.72305,90.40857,16
2942,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,25.01277,121.465,7
2943,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,25.03583,121.5683,18
2944,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,26.45999,80.31999,2
2945,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,26.92113,75.80998,7
2946,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,28.7041,77.1025,30
2947,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,29.56497,106.5949,5
2948,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,30.58003,114.27,1
2949,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,30.67,104.07,1
2950,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,31.21645,121.4365,12
2951,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,31.55997,74.35002,1
2952,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,32.05001,118.7799,1
2953,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,33.33864,44.39386,3
2954,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,33.59997,-7.61636,9
2955,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,34.27502,108.8949,6
2956,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,35.09505,129.01,3
2957,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,35.67194,51.42434,10
2958,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,37.87501,112.545,1
2959,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,39.92889,116.3882,10
2960,10:01 AM - 05 Oct 2016,11:01 AM - 05 Oct 2016,59.93901,30.31602,5
2961,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,-8.83828,13.23442,2
2962,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,-6.80001,39.26834,16
2963,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,-4.32972,15.31497,1
2964,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,5.319996,-4.04004,4
2965,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,9.03331,38.7,1
2966,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,10.78002,106.695,3
2967,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,11.99997,8.520037,1
2968,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,13.08998,80.27999,6
2969,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,15.58807,32.53417,15
2970,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,16.78335,96.16667,1
2971,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,17.39998,78.47995,5
2972,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,18.53001,73.85,17
2973,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,21.03332,105.85,3
2974,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,21.19998,72.84003,1
2975,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,22.30498,114.185,11
2976,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,22.49496,88.32467,20
2977,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,22.55237,114.1221,9
2978,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,22.58039,88.32994,20
2979,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,23.03005,72.58,6
2980,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,23.04888,113.7447,1
2981,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,23.14498,113.325,1
2982,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,23.72305,90.40857,14
2983,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,24.64083,46.77274,10
2984,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,24.86999,66.99,8
2985,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,25.01277,121.465,12
2986,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,25.03583,121.5683,12
2987,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,26.45999,80.31999,2
2988,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,26.92113,75.80998,3
2989,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,28.7041,77.1025,30
2990,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,31.20001,29.94999,2
2991,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,31.21645,121.4365,3
2992,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,31.55997,74.35002,3
2993,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,32.05001,118.7799,5
2994,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,33.33864,44.39386,2
2995,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,33.59997,-7.61636,6
2996,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,34.27502,108.8949,1
2997,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,34.51669,69.18326,1
2998,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,35.09505,129.01,1
2999,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,35.67194,51.42434,11
3000,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,37.87501,112.545,1
3001,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,39.92889,116.3882,1
3002,11:01 AM - 05 Oct 2016,12:01 PM - 05 Oct 2016,59.93901,30.31602,56
3003,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,-33.92,18.43498,25
3004,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,-29.865,30.98001,29
3005,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,-8.83828,13.23442,3
3006,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,-6.80001,39.26834,23
3007,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,5.319996,-4.04004,3
3008,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,10.78002,106.695,3
3009,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,11.99997,8.520037,1
3010,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,12.96999,77.56,3
3011,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,13.08998,80.27999,9
3012,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,15.58807,32.53417,2
3013,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,16.78335,96.16667,3
3014,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,18.53001,73.85,7
3015,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,19.01699,72.85698,12
3016,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,21.03332,105.85,5
3017,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,22.30498,114.185,12
3018,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,22.32999,91.79996,2
3019,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,22.49496,88.32467,16
3020,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,22.55237,114.1221,8
3021,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,22.58039,88.32994,16
3022,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,23.03005,72.58,7
3023,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,23.04888,113.7447,4
3024,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,23.14498,113.325,4
3025,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,23.72305,90.40857,5
3026,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,24.64083,46.77274,44
3027,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,24.86999,66.99,12
3028,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,25.01277,121.465,4
3029,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,25.03583,121.5683,4
3030,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,26.92113,75.80998,4
3031,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,28.7041,77.1025,18
3032,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,29.56497,106.5949,1
3033,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,30.67,104.07,1
3034,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,31.20001,29.94999,2
3035,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,31.21645,121.4365,2
3036,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,31.55997,74.35002,5
3037,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,33.33864,44.39386,1
3038,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,33.59997,-7.61636,2
3039,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,34.27502,108.8949,1
3040,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,34.51669,69.18326,1
3041,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,35.09505,129.01,3
3042,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,35.67194,51.42434,5
3043,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,37.56634,126.9997,11
3044,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,37.87501,112.545,1
3045,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,39.13002,117.2,2
3046,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,39.92723,32.86439,93
3047,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,39.92889,116.3882,11
3048,12:01 PM - 05 Oct 2016,01:01 PM - 05 Oct 2016,59.93901,30.31602,53
3049,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,-33.92,18.43498,24
3050,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,-29.865,30.98001,22
3051,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,-8.83828,13.23442,3
3052,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,-6.80001,39.26834,13
3053,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,-4.32972,15.31497,1
3054,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,-1.28334,36.81665,33
3055,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,5.319996,-4.04004,6
3056,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,9.03331,38.7,1
3057,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,10.78002,106.695,2
3058,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,11.99997,8.520037,10
3059,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,12.96999,77.56,11
3060,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,13.08998,80.27999,1
3061,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,15.58807,32.53417,6
3062,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,17.39998,78.47995,1
3063,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,18.53001,73.85,4
3064,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,19.01699,72.85698,28
3065,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,21.03332,105.85,3
3066,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,21.19998,72.84003,2
3067,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,22.30498,114.185,12
3068,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,22.49496,88.32467,4
3069,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,22.55237,114.1221,10
3070,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,22.58039,88.32994,3
3071,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,23.03005,72.58,3
3072,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,23.14498,113.325,1
3073,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,23.72305,90.40857,4
3074,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,24.64083,46.77274,35
3075,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,24.86999,66.99,11
3076,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,25.01277,121.465,3
3077,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,25.03583,121.5683,3
3078,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,26.92113,75.80998,2
3079,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,28.7041,77.1025,10
3080,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,29.56497,106.5949,1
3081,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,30.58003,114.27,2
3082,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,31.20001,29.94999,15
3083,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,31.55997,74.35002,5
3084,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,33.33864,44.39386,2
3085,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,33.59997,-7.61636,5
3086,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,34.27502,108.8949,1
3087,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,35.09505,129.01,1
3088,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,35.67194,51.42434,5
3089,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,37.56634,126.9997,20
3090,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,37.87501,112.545,1
3091,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,39.13002,117.2,1
3092,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,39.92723,32.86439,101
3093,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,39.92889,116.3882,20
3094,01:01 PM - 05 Oct 2016,02:01 PM - 05 Oct 2016,59.93901,30.31602,52
3095,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,-33.92,18.43498,29
3096,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,-29.865,30.98001,21
3097,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,-15.7833,-47.916,66
3098,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,-8.83828,13.23442,13
3099,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,-6.80001,39.26834,14
3100,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,-4.32972,15.31497,6
3101,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,-3.75001,-38.5799,15
3102,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,-1.28334,36.81665,16
3103,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,5.319996,-4.04004,9
3104,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,9.03331,38.7,1
3105,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,10.78002,106.695,1
3106,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,11.99997,8.520037,5
3107,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,12.96999,77.56,4
3108,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,13.08998,80.27999,1
3109,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,13.74999,100.5166,12
3110,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,15.58807,32.53417,8
3111,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,16.78335,96.16667,2
3112,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,17.39998,78.47995,6
3113,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,18.53001,73.85,4
3114,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,19.01699,72.85698,8
3115,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,21.03332,105.85,3
3116,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,21.19998,72.84003,1
3117,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,22.30498,114.185,11
3118,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,22.32999,91.79996,1
3119,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,22.49496,88.32467,3
3120,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,22.55237,114.1221,8
3121,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,22.58039,88.32994,3
3122,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,23.03005,72.58,4
3123,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,23.14498,113.325,2
3124,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,23.72305,90.40857,1
3125,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,24.64083,46.77274,38
3126,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,24.86999,66.99,5
3127,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,25.01277,121.465,9
3128,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,25.03583,121.5683,9
3129,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,26.45999,80.31999,1
3130,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,30.04996,31.24996,6
3131,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,31.20001,29.94999,15
3132,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,31.55997,74.35002,1
3133,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,33.33864,44.39386,2
3134,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,33.59997,-7.61636,6
3135,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,34.27502,108.8949,1
3136,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,34.51669,69.18326,1
3137,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,35.09505,129.01,2
3138,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,35.67194,51.42434,5
3139,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,37.56634,126.9997,13
3140,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,37.87501,112.545,1
3141,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,39.01943,125.7546,1
3142,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,39.92723,32.86439,76
3143,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,39.92889,116.3882,1
3144,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,52.52181,13.40154,1
3145,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,55.75216,37.61552,21
3146,02:01 PM - 05 Oct 2016,03:01 PM - 05 Oct 2016,59.93901,30.31602,35
3147,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-33.92,18.43498,10
3148,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-33.92,151.1851,6
3149,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-29.865,30.98001,3
3150,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-26.17,28.03,43
3151,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-15.7833,-47.916,118
3152,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-12.048,-77.05,69
3153,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-8.83828,13.23442,3
3154,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-6.80001,39.26834,5
3155,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-4.32972,15.31497,3
3156,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-3.75001,-38.5799,95
3157,03:01 PM - 05 Oct 2016,04:01 PM - 05 Oct 2016,-1.28334,36.81665,5
