index,StartTime,EndTime,Lat,Long,Count
17453,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,18.53001,73.85,14
17454,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,21.19998,72.84003,9
17455,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,22.30498,114.185,3
17456,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,22.49496,88.32467,11
17457,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,22.55237,114.1221,16
17458,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,22.58039,88.32994,4
17459,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,23.03005,72.58,7
17460,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,23.04888,113.7447,2
17461,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,23.14498,113.325,4
17462,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,23.72305,90.40857,13
17463,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,24.86999,66.99,11
17464,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,26.92113,75.80998,5
17465,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,29.56497,106.5949,6
17466,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,30.58003,114.27,1
17467,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,30.67,104.07,1
17468,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,31.20001,29.94999,7
17469,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,31.21645,121.4365,2
17470,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,31.55997,74.35002,2
17471,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,32.05001,118.7799,2
17472,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,33.33864,44.39386,5
17473,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,33.59997,-7.61636,5
17474,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,35.09505,129.01,3
17475,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,35.67194,51.42434,11
17476,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,37.87501,112.545,1
17477,10:01 AM - 28 Oct 2016,11:01 AM - 28 Oct 2016,41.80497,123.4499,1
17478,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,-33.92,18.43498,10
17479,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,-8.83828,13.23442,3
17480,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,5.319996,-4.04004,2
17481,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,10.78002,106.695,4
17482,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,11.99997,8.520037,7
17483,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,12.96999,77.56,8
17484,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,13.08998,80.27999,11
17485,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,15.58807,32.53417,13
17486,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,16.78335,96.16667,1
17487,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,17.39998,78.47995,8
17488,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,18.53001,73.85,6
17489,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,21.19998,72.84003,2
17490,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,22.30498,114.185,14
17491,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,22.32999,91.79996,1
17492,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,22.49496,88.32467,8
17493,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,22.55237,114.1221,8
17494,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,22.58039,88.32994,9
17495,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,23.03005,72.58,6
17496,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,23.04888,113.7447,2
17497,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,23.14498,113.325,2
17498,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,23.72305,90.40857,10
17499,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,24.86999,66.99,5
17500,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,26.45999,80.31999,2
17501,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,26.92113,75.80998,5
17502,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,30.58003,114.27,3
17503,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,31.20001,29.94999,7
17504,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,31.21645,121.4365,7
17505,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,31.55997,74.35002,5
17506,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,33.59997,-7.61636,5
17507,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,34.27502,108.8949,1
17508,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,35.09505,129.01,4
17509,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,35.67194,51.42434,11
17510,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,37.87501,112.545,2
17511,11:01 AM - 28 Oct 2016,12:01 PM - 28 Oct 2016,39.92889,116.3882,1
17512,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,-33.92,18.43498,68
17513,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,-29.865,30.98001,5
17514,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,-8.83828,13.23442,2
17515,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,-4.32972,15.31497,2
17516,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,5.319996,-4.04004,4
17517,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,10.78002,106.695,3
17518,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,11.99997,8.520037,3
17519,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,12.96999,77.56,14
17520,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,13.08998,80.27999,10
17521,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,15.58807,32.53417,11
17522,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,16.78335,96.16667,2
17523,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,17.39998,78.47995,3
17524,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,18.53001,73.85,4
17525,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,19.01699,72.85698,7
17526,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,22.30498,114.185,8
17527,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,22.32999,91.79996,1
17528,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,22.49496,88.32467,8
17529,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,22.55237,114.1221,3
17530,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,22.58039,88.32994,8
17531,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,23.03005,72.58,1
17532,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,23.14498,113.325,1
17533,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,23.72305,90.40857,5
17534,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,24.86999,66.99,13
17535,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,26.92113,75.80998,4
17536,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,28.7041,77.1025,21
17537,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,31.20001,29.94999,13
17538,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,31.21645,121.4365,3
17539,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,31.55997,74.35002,4
17540,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,33.59997,-7.61636,3
17541,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,34.51669,69.18326,1
17542,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,35.09505,129.01,1
17543,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,35.67194,51.42434,9
17544,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,37.87501,112.545,1
17545,12:01 PM - 28 Oct 2016,01:01 PM - 28 Oct 2016,39.92889,116.3882,4
17546,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,-33.92,18.43498,44
17547,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,-29.865,30.98001,15
17548,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,-8.83828,13.23442,1
17549,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,-6.80001,39.26834,13
17550,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,-4.32972,15.31497,4
17551,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,-1.28334,36.81665,27
17552,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,9.03331,38.7,1
17553,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,10.78002,106.695,5
17554,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,11.99997,8.520037,3
17555,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,12.96999,77.56,7
17556,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,13.08998,80.27999,4
17557,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,15.58807,32.53417,4
17558,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,17.39998,78.47995,2
17559,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,18.53001,73.85,3
17560,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,19.01699,72.85698,22
17561,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,21.19998,72.84003,1
17562,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,22.30498,114.185,8
17563,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,22.49496,88.32467,17
17564,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,22.55237,114.1221,7
17565,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,22.58039,88.32994,17
17566,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,23.03005,72.58,2
17567,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,23.04888,113.7447,2
17568,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,23.14498,113.325,2
17569,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,23.72305,90.40857,1
17570,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,24.86999,66.99,8
17571,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,25.03583,121.5683,1
17572,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,26.92113,75.80998,4
17573,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,28.7041,77.1025,7
17574,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,29.56497,106.5949,2
17575,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,31.20001,29.94999,13
17576,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,31.21645,121.4365,2
17577,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,31.55997,74.35002,5
17578,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,32.05001,118.7799,1
17579,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,33.33864,44.39386,1
17580,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,33.59997,-7.61636,2
17581,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,35.67194,51.42434,8
17582,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,37.87501,112.545,1
17583,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,39.13002,117.2,1
17584,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,39.92889,116.3882,11
17585,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,41.80497,123.4499,2
17586,01:01 PM - 28 Oct 2016,02:01 PM - 28 Oct 2016,59.93901,30.31602,21
17587,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,-33.92,18.43498,24
17588,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,-29.865,30.98001,7
17589,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,-8.83828,13.23442,4
17590,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,-6.80001,39.26834,3
17591,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,-4.32972,15.31497,1
17592,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,-1.28334,36.81665,17
17593,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,5.319996,-4.04004,2
17594,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,11.99997,8.520037,2
17595,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,12.96999,77.56,5
17596,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,13.08998,80.27999,3
17597,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,15.58807,32.53417,7
17598,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,16.78335,96.16667,1
17599,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,18.53001,73.85,6
17600,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,19.01699,72.85698,10
17601,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,20.67001,-103.33,2
17602,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,21.51688,39.21919,40
17603,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,22.30498,114.185,9
17604,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,22.32999,91.79996,1
17605,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,22.55237,114.1221,5
17606,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,23.03005,72.58,3
17607,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,23.14498,113.325,1
17608,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,23.72305,90.40857,2
17609,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,24.64083,46.77274,7
17610,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,24.86999,66.99,9
17611,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,25.01277,121.465,4
17612,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,25.03583,121.5683,4
17613,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,28.7041,77.1025,2
17614,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,30.58003,114.27,1
17615,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,31.20001,29.94999,7
17616,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,31.21645,121.4365,3
17617,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,31.55997,74.35002,4
17618,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,33.33864,44.39386,1
17619,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,33.59997,-7.61636,3
17620,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,35.09505,129.01,3
17621,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,35.67194,51.42434,8
17622,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,37.56634,126.9997,22
17623,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,37.87501,112.545,1
17624,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,39.92889,116.3882,4
17625,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,45.49999,-73.5832,10
17626,02:01 PM - 28 Oct 2016,03:01 PM - 28 Oct 2016,59.93901,30.31602,46
17627,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-33.92,18.43498,11
17628,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-29.865,30.98001,10
17629,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-26.17,28.03,34
17630,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-15.7833,-47.916,84
17631,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-12.9699,-38.4799,11
17632,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-8.83828,13.23442,4
17633,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-6.80001,39.26834,2
17634,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-4.32972,15.31497,1
17635,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-3.75001,-38.5799,46
17636,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,-1.28334,36.81665,10
17637,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,1.293033,103.8558,36
17638,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,10.78002,106.695,4
17639,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,11.99997,8.520037,3
17640,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,12.96999,77.56,3
17641,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,13.08998,80.27999,1
17642,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,15.58807,32.53417,7
17643,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,16.78335,96.16667,1
17644,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,17.39998,78.47995,2
17645,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,18.53001,73.85,3
17646,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,19.01699,72.85698,11
17647,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,20.67001,-103.33,71
17648,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,21.03332,105.85,1
17649,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,21.51688,39.21919,44
17650,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,22.30498,114.185,19
17651,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,22.49496,88.32467,1
17652,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,22.55237,114.1221,13
17653,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,22.58039,88.32994,1
17654,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,23.03005,72.58,1
17655,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,23.72305,90.40857,3
17656,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,24.64083,46.77274,43
17657,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,24.86999,66.99,4
17658,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,25.01277,121.465,9
17659,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,25.03583,121.5683,9
17660,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,26.92113,75.80998,1
17661,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,28.7041,77.1025,2
17662,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,30.04996,31.24996,67
17663,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,31.20001,29.94999,9
17664,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,31.21645,121.4365,3
17665,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,31.55997,74.35002,1
17666,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,32.05001,118.7799,3
17667,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,32.82002,-96.84,44
17668,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,33.59997,-7.61636,4
17669,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,34.51669,69.18326,1
17670,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,35.09505,129.01,5
17671,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,35.15499,136.9149,30
17672,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,35.32002,139.58,150
17673,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,35.67194,51.42434,4
17674,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,37.56634,126.9997,32
17675,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,37.87501,112.545,1
17676,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,39.01943,125.7546,1
17677,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,39.92723,32.86439,31
17678,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,39.92889,116.3882,12
17679,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,41.10499,29.01,224
17680,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,41.38329,2.18337,40
17681,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,45.49999,-73.5832,61
17682,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,52.52181,13.40154,38
17683,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,55.75216,37.61552,31
17684,03:01 PM - 28 Oct 2016,04:01 PM - 28 Oct 2016,59.93901,30.31602,30
17685,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-34.6025,-58.3975,77
17686,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-33.92,18.43498,20
17687,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-33.92,151.1851,80
17688,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-33.45,-70.667,158
17689,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-29.865,30.98001,3
17690,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-26.17,28.03,26
17691,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-23.5586,-46.625,138
17692,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-22.925,-43.225,80
17693,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-19.915,-43.915,120
17694,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-15.7833,-47.916,132
17695,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-12.9699,-38.4799,109
17696,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-12.048,-77.05,40
17697,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-8.83828,13.23442,5
17698,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-6.80001,39.26834,1
17699,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-6.17441,106.8294,276
17700,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-3.75001,-38.5799,93
17701,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,-1.28334,36.81665,6
17702,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,1.293033,103.8558,97
17703,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,4.596423,-74.0833,78
17704,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,6.443261,3.391531,32
17705,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,9.03331,38.7,1
17706,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,10.78002,106.695,4
17707,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,12.96999,77.56,4
17708,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,13.08998,80.27999,1
17709,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,13.74999,100.5166,197
17710,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,14.60415,120.9822,120
17711,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,14.65043,121.0299,140
17712,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,15.58807,32.53417,2
17713,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,16.78335,96.16667,2
17714,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,17.39998,78.47995,13
17715,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,18.53001,73.85,4
17716,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,19.01699,72.85698,8
17717,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,19.44244,-99.1309,138
17718,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,20.67001,-103.33,65
17719,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,21.03332,105.85,2
17720,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,21.51688,39.21919,31
17721,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,22.30498,114.185,19
17722,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,22.49496,88.32467,1
17723,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,22.55237,114.1221,14
17724,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,22.58039,88.32994,1
17725,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,23.04888,113.7447,2
17726,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,23.14498,113.325,2
17727,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,23.72305,90.40857,4
17728,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,24.64083,46.77274,31
17729,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,24.86999,66.99,4
17730,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,25.01277,121.465,7
17731,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,25.03583,121.5683,7
17732,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,25.78761,-80.2241,99
17733,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,28.7041,77.1025,2
17734,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,29.81997,-95.3399,60
17735,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,30.04996,31.24996,33
17736,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,30.58003,114.27,1
17737,04:01 PM - 28 Oct 2016,05:01 PM - 28 Oct 2016,30.67,104.07,1
